pat1,pat2,features (n),distance,,,,,
P67,P68,110,0.070791573,,,,,
P67,P71,5,0.019189003,,,,,
P67,P71,10,0.018365254,,,,,
P67,P71,15,0.023805514,,,,,
P67,P71,20,0.028621779,,,,,
P67,P71,25,0.027798506,,,,,
P67,P71,30,0.029558825,,,,,
P67,P71,40,0.03021388,,,,,
P67,P71,50,0.037079609,,,,,
P67,P71,60,0.040743766,,,,,
P67,P71,80,0.044316651,,,,,
P67,P71,100,0.058417134,,,,,
P67,P71,110,0.061224766,,,,,
P67,P82,5,0.012799893,,,,,
P67,P82,10,0.015214378,,,,,
P67,P82,15,0.02174329,,,,,
P67,P82,20,0.025339347,,,,,
P67,P82,25,0.026181494,,,,,
P67,P82,30,0.029039287,,,,,
P67,P82,40,0.031525538,,,,,
P67,P82,50,0.039558954,,,,,
P67,P82,60,0.045672472,,,,,
P67,P82,80,0.054801298,,,,,
P67,P82,100,0.064039956,,,,,
P67,P82,110,0.069825384,,,,,
P67,P88,5,0.006302467,,,,,
P67,P88,10,0.014029071,,,,,
P67,P88,15,0.015387844,,,,,
P67,P88,20,0.017909267,,,,,
P67,P88,25,0.019056791,,,,,
P67,P88,30,0.020910169,,,,,
P67,P88,40,0.022948926,,,,,
P67,P88,50,0.029722591,,,,,
P67,P88,60,0.035044312,,,,,
P67,P88,80,0.039057624,,,,,
P67,P88,100,0.057181342,,,,,
P67,P88,110,0.061183848,,,,,
P67,P92,5,0.022407754,,,,,
P67,P92,10,0.024543259,,,,,
P67,P92,15,0.024882563,,,,,
P67,P92,20,0.02933369,,,,,
P67,P92,25,0.0302575,,,,,
P67,P92,30,0.030578712,,,,,
P67,P92,40,0.034002217,,,,,
P67,P92,50,0.040083392,,,,,
P67,P92,60,0.043575171,,,,,
P67,P92,80,0.048498913,,,,,
P67,P92,100,0.065830526,,,,,
P67,P92,110,0.068476409,,,,,
P68,P1,5,0.028839945,,,,,
P68,P1,10,0.046788208,,,,,
P68,P1,15,0.052653766,,,,,
P68,P1,20,0.055961474,,,,,
P68,P1,25,0.057898092,,,,,
P68,P1,30,0.062930933,,,,,
P68,P1,40,0.067621987,,,,,
P68,P1,50,0.074502934,,,,,
P68,P1,60,0.079475975,,,,,
P68,P1,80,0.082318964,,,,,
P68,P1,100,0.090286629,,,,,
P68,P1,110,0.104594614,,,,,
P68,P19,5,0.021688104,,,,,
P68,P19,10,0.016951057,,,,,
P68,P19,15,0.015734553,,,,,
P68,P19,20,0.018882035,,,,,
P68,P19,25,0.019891966,,,,,
P68,P19,30,0.022793454,,,,,
P68,P19,40,0.027487734,,,,,
P68,P19,50,0.030005964,,,,,
P68,P19,60,0.034753746,,,,,
P68,P19,80,0.041346986,,,,,
P68,P19,100,0.045583256,,,,,
P68,P19,110,0.048880773,,,,,
P68,P24,5,0.029410504,,,,,
P68,P24,10,0.021177423,,,,,
P68,P24,15,0.019315263,,,,,
P68,P24,20,0.019303988,,,,,
P68,P24,25,0.020883827,,,,,
P68,P24,30,0.027363953,,,,,
P68,P24,40,0.032291616,,,,,
P68,P24,50,0.03394438,,,,,
P68,P24,60,0.037633561,,,,,
P68,P24,80,0.049386002,,,,,
P68,P24,100,0.061178034,,,,,
P68,P24,110,0.065561525,,,,,
P68,P26,5,0.016332018,,,,,
P68,P26,10,0.014942317,,,,,
P68,P26,15,0.017329378,,,,,
P68,P26,20,0.017953439,,,,,
P68,P26,25,0.018806364,,,,,
P68,P26,30,0.022161083,,,,,
P68,P26,40,0.026111584,,,,,
P68,P26,50,0.030989296,,,,,
P68,P26,60,0.036776494,,,,,
P68,P26,80,0.043855688,,,,,
P68,P26,100,0.056696894,,,,,
P68,P26,110,0.058621205,,,,,
P68,P51,5,0.023219331,,,,,
P68,P51,10,0.029038461,,,,,
P68,P51,15,0.03314117,,,,,
P68,P51,20,0.033258711,,,,,
P68,P51,25,0.031608735,,,,,
P68,P51,30,0.034442051,,,,,
P68,P51,40,0.038601324,,,,,
P68,P51,50,0.042041222,,,,,
P68,P51,60,0.049941741,,,,,
P68,P51,80,0.056016042,,,,,
P68,P51,100,0.074214172,,,,,
P68,P51,110,0.081903808,,,,,
P68,P56,5,0.024506273,,,,,
P68,P56,10,0.023969819,,,,,
P68,P56,15,0.021887445,,,,,
P68,P56,20,0.020783241,,,,,
P68,P56,25,0.023542219,,,,,
P68,P56,30,0.02640055,,,,,
P68,P56,40,0.032134378,,,,,
P68,P56,50,0.032241538,,,,,
P68,P56,60,0.041083059,,,,,
P68,P56,80,0.051933099,,,,,
P68,P56,100,0.064183487,,,,,
P68,P56,110,0.072775231,,,,,
P68,P61,5,0.01327667,,,,,
P68,P61,10,0.016073222,,,,,
P68,P61,15,0.018912476,,,,,
P68,P61,20,0.020670622,,,,,
P68,P61,25,0.02212158,,,,,
P68,P61,30,0.024820922,,,,,
P68,P61,40,0.029341257,,,,,
P68,P61,50,0.033532982,,,,,
P68,P61,60,0.041441928,,,,,
P68,P61,80,0.052170122,,,,,
P68,P61,100,0.057578161,,,,,
P68,P61,110,0.057748791,,,,,
P68,P66,5,0.025123058,,,,,
P68,P66,10,0.019854851,,,,,
P68,P66,15,0.017024593,,,,,
P68,P66,20,0.018957924,,,,,
P68,P66,25,0.021939795,,,,,
P68,P66,30,0.023624749,,,,,
P68,P66,40,0.033843427,,,,,
P68,P66,50,0.037198669,,,,,
P68,P66,60,0.042468116,,,,,
P68,P66,80,0.059722783,,,,,
P68,P66,100,0.06766644,,,,,
P68,P66,110,0.073239932,,,,,
P68,P76,5,0.018884887,,,,,
P68,P76,10,0.01993958,,,,,
P68,P76,15,0.020112272,,,,,
P68,P76,20,0.021450624,,,,,
P68,P76,25,0.023454057,,,,,
P68,P76,30,0.025808165,,,,,
P68,P76,40,0.030997942,,,,,
P68,P76,50,0.034310228,,,,,
P68,P76,60,0.036789626,,,,,
P68,P76,80,0.042961488,,,,,
P68,P76,100,0.045968564,,,,,
P68,P76,110,0.049299504,,,,,
P68,P95,5,0.020019271,,,,,
P68,P95,10,0.014821709,,,,,
P68,P95,15,0.015755938,,,,,
P68,P95,20,0.018448574,,,,,
P68,P95,25,0.018908428,,,,,
P68,P95,30,0.023793118,,,,,
P68,P95,40,0.028313997,,,,,
P68,P95,50,0.029595411,,,,,
P68,P95,60,0.035171699,,,,,
P68,P95,80,0.046762571,,,,,
P68,P95,100,0.058899068,,,,,
P68,P95,110,0.06355246,,,,,
P68,P27,5,0.026967328,,,,,
P68,P27,10,0.025352277,,,,,
P68,P27,15,0.024503518,,,,,
P68,P27,20,0.02359274,,,,,
P68,P27,25,0.024294318,,,,,
P68,P27,30,0.028210839,,,,,
P68,P27,40,0.032034858,,,,,
P68,P27,50,0.035692482,,,,,
P68,P27,60,0.039563748,,,,,
P68,P27,80,0.048311701,,,,,
P68,P27,100,0.058733245,,,,,
P68,P27,110,0.062278503,,,,,
P68,P32,5,0.019682297,,,,,
P68,P32,10,0.018364152,,,,,
P68,P32,15,0.017084156,,,,,
P68,P32,20,0.018734542,,,,,
P68,P32,25,0.020024297,,,,,
P68,P32,30,0.026859779,,,,,
P68,P32,40,0.031899176,,,,,
P68,P32,50,0.038775226,,,,,
P68,P32,60,0.0434657,,,,,
P68,P32,80,0.056586587,,,,,
P68,P32,100,0.064900604,,,,,
P68,P32,110,0.07127491,,,,,
P68,P39,5,0.027490931,,,,,
P68,P39,10,0.024367767,,,,,
P68,P39,15,0.022689425,,,,,
P68,P39,20,0.021867562,,,,,
P68,P39,25,0.026950313,,,,,
P68,P39,30,0.028571504,,,,,
P68,P39,40,0.033709352,,,,,
P68,P39,50,0.034248356,,,,,
P68,P39,60,0.041105603,,,,,
P68,P39,80,0.050060504,,,,,
P68,P39,100,0.060399951,,,,,
P68,P39,110,0.061872606,,,,,
P68,P58,5,0.016190935,,,,,
P68,P58,10,0.013930827,,,,,
P68,P58,15,0.013232222,,,,,
P68,P58,20,0.013866086,,,,,
P68,P58,25,0.014036936,,,,,
P68,P58,30,0.017049885,,,,,
P68,P58,40,0.021830329,,,,,
P68,P58,50,0.026427636,,,,,
P68,P58,60,0.031100802,,,,,
P68,P58,80,0.039478004,,,,,
P68,P58,100,0.044507712,,,,,
P68,P58,110,0.050484244,,,,,
P68,P59,5,0.012623582,,,,,
P68,P59,10,0.016684525,,,,,
P68,P59,15,0.019619579,,,,,
P68,P59,20,0.020306563,,,,,
P68,P59,25,0.020625057,,,,,
P68,P59,30,0.021873263,,,,,
P68,P59,40,0.024393342,,,,,
P68,P59,50,0.026906466,,,,,
P68,P59,60,0.031394987,,,,,
P68,P59,80,0.036621277,,,,,
P68,P59,100,0.043562921,,,,,
P68,P59,110,0.051755275,,,,,
P68,P62,5,0.019947685,,,,,
P68,P62,10,0.02268317,,,,,
P68,P62,15,0.026305204,,,,,
P68,P62,20,0.029471993,,,,,
P68,P62,25,0.03061847,,,,,
P68,P62,30,0.033292114,,,,,
P68,P62,40,0.039165076,,,,,
P68,P62,50,0.041153948,,,,,
P68,P62,60,0.047273923,,,,,
P68,P62,80,0.059638948,,,,,
P68,P62,100,0.070494856,,,,,
P68,P62,110,0.072904486,,,,,
P68,P67,5,0.020979631,,,,,
P68,P67,10,0.022748013,,,,,
P68,P67,15,0.024228876,,,,,
P68,P67,20,0.025761372,,,,,
P68,P67,25,0.026318838,,,,,
P68,P67,30,0.028280348,,,,,
P68,P67,40,0.031204367,,,,,
P68,P67,50,0.037764122,,,,,
P68,P67,60,0.044429047,,,,,
P68,P67,80,0.050259584,,,,,
P68,P67,100,0.066546933,,,,,
P68,P67,110,0.070791573,,,,,
P68,P68,5,0,,,,,
P68,P68,10,0,,,,,
P68,P68,15,0,,,,,
P68,P68,20,0,,,,,
P68,P68,25,0,,,,,
P68,P68,30,0,,,,,
P68,P68,40,0,,,,,
P68,P68,50,0,,,,,
P68,P68,60,0,,,,,
P68,P68,80,0,,,,,
P68,P68,100,0,,,,,
P68,P68,110,0,,,,,
P68,P71,5,0.014133058,,,,,
P68,P71,10,0.011545936,,,,,
P68,P71,15,0.013441978,,,,,
P68,P71,20,0.01547348,,,,,
P68,P71,25,0.015835134,,,,,
P68,P71,30,0.018661896,,,,,
P68,P71,40,0.021542973,,,,,
P68,P71,50,0.025234589,,,,,
P68,P71,60,0.03028941,,,,,
P68,P71,80,0.044076842,,,,,
P68,P71,100,0.048509595,,,,,
P68,P71,110,0.052252688,,,,,
P68,P82,5,0.013076576,,,,,
P68,P82,10,0.014946494,,,,,
P68,P82,15,0.019405559,,,,,
P68,P82,20,0.018956057,,,,,
P68,P82,25,0.020675785,,,,,
P68,P82,30,0.02431203,,,,,
P68,P82,40,0.026821485,,,,,
P68,P82,50,0.028846393,,,,,
P68,P82,60,0.034038998,,,,,
P68,P82,80,0.045113032,,,,,
P68,P82,100,0.052793198,,,,,
P68,P82,110,0.057903158,,,,,
P68,P88,5,0.019829174,,,,,
P68,P88,10,0.016751551,,,,,
P68,P88,15,0.016162559,,,,,
P68,P88,20,0.017613807,,,,,
P68,P88,25,0.017955711,,,,,
P68,P88,30,0.022051526,,,,,
P68,P88,40,0.02539238,,,,,
P68,P88,50,0.026930651,,,,,
P68,P88,60,0.035091156,,,,,
P68,P88,80,0.045778774,,,,,
P68,P88,100,0.053593101,,,,,
P68,P88,110,0.06028139,,,,,
P68,P92,5,0.017210125,,,,,
P68,P92,10,0.015269309,,,,,
P68,P92,15,0.016448005,,,,,
P68,P92,20,0.018345789,,,,,
P68,P92,25,0.018254524,,,,,
P68,P92,30,0.020338046,,,,,
P68,P92,40,0.024074522,,,,,
P68,P92,50,0.025424068,,,,,
P68,P92,60,0.031226591,,,,,
P68,P92,80,0.041295256,,,,,
P68,P92,100,0.047942907,,,,,
P68,P92,110,0.050655252,,,,,
P71,P1,5,0.040337249,,,,,
P71,P1,10,0.054359706,,,,,
P71,P1,15,0.058303429,,,,,
P71,P1,20,0.062916798,,,,,
P71,P1,25,0.065380523,,,,,
P71,P1,30,0.071297711,,,,,
P71,P1,40,0.078442694,,,,,
P71,P1,50,0.084830564,,,,,
P71,P1,60,0.086170321,,,,,
P71,P1,80,0.088857661,,,,,
P71,P1,100,0.08984964,,,,,
P71,P1,110,0.103597581,,,,,
P71,P19,5,0.024656183,,,,,
P71,P19,10,0.019873529,,,,,
P71,P19,15,0.018864038,,,,,
P71,P19,20,0.019443444,,,,,
P71,P19,25,0.019571819,,,,,
P71,P19,30,0.0199076,,,,,
P71,P19,40,0.021500613,,,,,
P71,P19,50,0.025911228,,,,,
P71,P19,60,0.028608832,,,,,
P71,P19,80,0.034232884,,,,,
P71,P19,100,0.03789808,,,,,
P71,P19,110,0.040508023,,,,,
P71,P24,5,0.020988283,,,,,
P71,P24,10,0.015399698,,,,,
P71,P24,15,0.018019165,,,,,
P71,P24,20,0.018720017,,,,,
P71,P24,25,0.019128428,,,,,
P71,P24,30,0.022573012,,,,,
P71,P24,40,0.027363514,,,,,
P71,P24,50,0.031414248,,,,,
P71,P24,60,0.031679891,,,,,
P71,P24,80,0.034397476,,,,,
P71,P24,100,0.045167365,,,,,
P71,P24,110,0.048585738,,,,,
P71,P26,5,0.009023212,,,,,
P71,P26,10,0.009870882,,,,,
P71,P26,15,0.015424012,,,,,
P71,P26,20,0.014065793,,,,,
P71,P26,25,0.013669971,,,,,
P71,P26,30,0.013827016,,,,,
P71,P26,40,0.015986568,,,,,
P71,P26,50,0.021029976,,,,,
P71,P26,60,0.024321888,,,,,
P71,P26,80,0.032912848,,,,,
P71,P26,100,0.045230264,,,,,
P71,P26,110,0.047635928,,,,,
P71,P51,5,0.025492525,,,,,
P71,P51,10,0.033105903,,,,,
P71,P51,15,0.038085508,,,,,
P71,P51,20,0.041559498,,,,,
P71,P51,25,0.038646734,,,,,
P71,P51,30,0.039948159,,,,,
P71,P51,40,0.040138955,,,,,
P71,P51,50,0.043944929,,,,,
P71,P51,60,0.046193968,,,,,
P71,P51,80,0.055043636,,,,,
P71,P51,100,0.067761743,,,,,
P71,P51,110,0.075242445,,,,,
P71,P56,5,0.014500319,,,,,
P71,P56,10,0.01605777,,,,,
P71,P56,15,0.018125418,,,,,
P71,P56,20,0.01912141,,,,,
P71,P56,25,0.019622049,,,,,
P71,P56,30,0.020897906,,,,,
P71,P56,40,0.022608456,,,,,
P71,P56,50,0.025131927,,,,,
P71,P56,60,0.028108262,,,,,
P71,P56,80,0.032345808,,,,,
P71,P56,100,0.04353086,,,,,
P71,P56,110,0.049760862,,,,,
P71,P61,5,0.020945073,,,,,
P71,P61,10,0.018728778,,,,,
P71,P61,15,0.023141893,,,,,
P71,P61,20,0.024784624,,,,,
P71,P61,25,0.024594185,,,,,
P71,P61,30,0.025115075,,,,,
P71,P61,40,0.030022974,,,,,
P71,P61,50,0.033559499,,,,,
P71,P61,60,0.036751563,,,,,
P71,P61,80,0.041029521,,,,,
P71,P61,100,0.044985364,,,,,
P71,P61,110,0.048990964,,,,,
P71,P66,5,0.019489155,,,,,
P71,P66,10,0.016601075,,,,,
P71,P66,15,0.018768155,,,,,
P71,P66,20,0.023791224,,,,,
P71,P66,25,0.025277742,,,,,
P71,P66,30,0.026517176,,,,,
P71,P66,40,0.031149519,,,,,
P71,P66,50,0.032097778,,,,,
P71,P66,60,0.035585081,,,,,
P71,P66,80,0.044333295,,,,,
P71,P66,100,0.055099908,,,,,
P71,P66,110,0.063828766,,,,,
P71,P76,5,0.016958985,,,,,
P71,P76,10,0.017926004,,,,,
P71,P76,15,0.020811871,,,,,
P71,P76,20,0.021049235,,,,,
P71,P76,25,0.02139717,,,,,
P71,P76,30,0.021902244,,,,,
P71,P76,40,0.024967526,,,,,
P71,P76,50,0.027334445,,,,,
P71,P76,60,0.030208983,,,,,
P71,P76,80,0.041188114,,,,,
P71,P76,100,0.048070406,,,,,
P71,P76,110,0.051597574,,,,,
P71,P95,5,0.021916682,,,,,
P71,P95,10,0.017578432,,,,,
P71,P95,15,0.018961975,,,,,
P71,P95,20,0.01667783,,,,,
P71,P95,25,0.018306079,,,,,
P71,P95,30,0.018493061,,,,,
P71,P95,40,0.021239745,,,,,
P71,P95,50,0.024431296,,,,,
P71,P95,60,0.026117502,,,,,
P71,P95,80,0.031261076,,,,,
P71,P95,100,0.041252956,,,,,
P71,P95,110,0.046028495,,,,,
P71,P27,5,0.01970324,,,,,
P71,P27,10,0.019342115,,,,,
P71,P27,15,0.020950218,,,,,
P71,P27,20,0.020032941,,,,,
P71,P27,25,0.019704077,,,,,
P71,P27,30,0.019922571,,,,,
P71,P27,40,0.021752587,,,,,
P71,P27,50,0.026492284,,,,,
P71,P27,60,0.028682271,,,,,
P71,P27,80,0.034092401,,,,,
P71,P27,100,0.046210103,,,,,
P71,P27,110,0.050514004,,,,,
P71,P32,5,0.020206054,,,,,
P71,P32,10,0.019494227,,,,,
P71,P32,15,0.020632282,,,,,
P71,P32,20,0.019889355,,,,,
P71,P32,25,0.022790016,,,,,
P71,P32,30,0.024986888,,,,,
P71,P32,40,0.027249331,,,,,
P71,P32,50,0.030256032,,,,,
P71,P32,60,0.031601929,,,,,
P71,P32,80,0.035744116,,,,,
P71,P32,100,0.044191604,,,,,
P71,P32,110,0.04689858,,,,,
P71,P39,5,0.019218381,,,,,
P71,P39,10,0.017195322,,,,,
P71,P39,15,0.019442657,,,,,
P71,P39,20,0.019893523,,,,,
P71,P39,25,0.023104417,,,,,
P71,P39,30,0.023725108,,,,,
P71,P39,40,0.024945613,,,,,
P71,P39,50,0.027798845,,,,,
P71,P39,60,0.030373914,,,,,
P71,P39,80,0.034780646,,,,,
P71,P39,100,0.048260718,,,,,
P71,P39,110,0.050555683,,,,,
P71,P58,5,0.013892139,,,,,
P71,P58,10,0.011454524,,,,,
P71,P58,15,0.013473899,,,,,
P71,P58,20,0.012817529,,,,,
P71,P58,25,0.012954644,,,,,
P71,P58,30,0.01313765,,,,,
P71,P58,40,0.017403588,,,,,
P71,P58,50,0.018366345,,,,,
P71,P58,60,0.021471674,,,,,
P71,P58,80,0.027121668,,,,,
P71,P58,100,0.030055743,,,,,
P71,P58,110,0.031685372,,,,,
P71,P59,5,0.017542138,,,,,
P71,P59,10,0.020109742,,,,,
P71,P59,15,0.022956411,,,,,
P71,P59,20,0.023826816,,,,,
P71,P59,25,0.024543452,,,,,
P71,P59,30,0.022916325,,,,,
P71,P59,40,0.023695795,,,,,
P71,P59,50,0.025833991,,,,,
P71,P59,60,0.027522657,,,,,
P71,P59,80,0.035886538,,,,,
P71,P59,100,0.039750188,,,,,
P71,P59,110,0.0429793,,,,,
P71,P62,5,0.016470522,,,,,
P71,P62,10,0.018657135,,,,,
P71,P62,15,0.022213929,,,,,
P71,P62,20,0.024441722,,,,,
P71,P62,25,0.024443353,,,,,
P71,P62,30,0.024746754,,,,,
P71,P62,40,0.028879629,,,,,
P71,P62,50,0.032854215,,,,,
P71,P62,60,0.035490914,,,,,
P71,P62,80,0.04815853,,,,,
P71,P62,100,0.061460206,,,,,
P71,P62,110,0.06557056,,,,,
P71,P67,5,0.019189003,,,,,
P71,P67,10,0.018365254,,,,,
P71,P67,15,0.023805514,,,,,
P71,P67,20,0.028621779,,,,,
P71,P67,25,0.027798506,,,,,
P71,P67,30,0.029558825,,,,,
P71,P67,40,0.03021388,,,,,
P71,P67,50,0.037079609,,,,,
P71,P67,60,0.040743766,,,,,
P71,P67,80,0.044316651,,,,,
P71,P67,100,0.058417134,,,,,
P71,P67,110,0.061224766,,,,,
P71,P68,5,0.014133058,,,,,
P71,P68,10,0.011545936,,,,,
P71,P68,15,0.013441978,,,,,
P71,P68,20,0.01547348,,,,,
P71,P68,25,0.015835134,,,,,
P71,P68,30,0.018661896,,,,,
P71,P68,40,0.021542973,,,,,
P71,P68,50,0.025234589,,,,,
P71,P68,60,0.03028941,,,,,
P71,P68,80,0.044076842,,,,,
P71,P68,100,0.048509595,,,,,
P71,P68,110,0.052252688,,,,,
P71,P71,5,0,,,,,
P71,P71,10,0,,,,,
P71,P71,15,0,,,,,
P71,P71,20,0,,,,,
P71,P71,25,0,,,,,
P71,P71,30,0,,,,,
P71,P71,40,0,,,,,
P71,P71,50,0,,,,,
P71,P71,60,0,,,,,
P71,P71,80,0,,,,,
P71,P71,100,0,,,,,
P71,P71,110,0,,,,,
P71,P82,5,0.014487868,,,,,
P71,P82,10,0.015469545,,,,,
P71,P82,15,0.019079934,,,,,
P71,P82,20,0.017740793,,,,,
P71,P82,25,0.019424282,,,,,
P71,P82,30,0.021126797,,,,,
P71,P82,40,0.022470123,,,,,
P71,P82,50,0.025267961,,,,,
P71,P82,60,0.028181157,,,,,
P71,P82,80,0.039728274,,,,,
P71,P82,100,0.050076813,,,,,
P71,P82,110,0.056104925,,,,,
P71,P88,5,0.018509572,,,,,
P71,P88,10,0.016852127,,,,,
P71,P88,15,0.019034404,,,,,
P71,P88,20,0.019449108,,,,,
P71,P88,25,0.021285982,,,,,
P71,P88,30,0.023033353,,,,,
P71,P88,40,0.024487204,,,,,
P71,P88,50,0.027039019,,,,,
P71,P88,60,0.029081191,,,,,
P71,P88,80,0.033121859,,,,,
P71,P88,100,0.037809923,,,,,
P71,P88,110,0.041386494,,,,,
P71,P92,5,0.01318188,,,,,
P71,P92,10,0.013775496,,,,,
P71,P92,15,0.014707219,,,,,
P71,P92,20,0.015308242,,,,,
P71,P92,25,0.015108203,,,,,
P71,P92,30,0.014838012,,,,,
P71,P92,40,0.018158758,,,,,
P71,P92,50,0.020786463,,,,,
P71,P92,60,0.021365647,,,,,
P71,P92,80,0.0281708,,,,,
P71,P92,100,0.032647213,,,,,
P71,P92,110,0.0362537,,,,,
P82,P1,5,0.032449182,,,,,
P82,P1,10,0.046839011,,,,,
P82,P1,15,0.052358129,,,,,
P82,P1,20,0.056843608,,,,,
P82,P1,25,0.06229301,,,,,
P82,P1,30,0.072988735,,,,,
P82,P1,40,0.079456597,,,,,
P82,P1,50,0.086870822,,,,,
P82,P1,60,0.089828174,,,,,
P82,P1,80,0.093081627,,,,,
P82,P1,100,0.094576459,,,,,
P82,P1,110,0.113498237,,,,,
P82,P19,5,0.021118326,,,,,
P82,P19,10,0.017621743,,,,,
P82,P19,15,0.023766502,,,,,
P82,P19,20,0.024777682,,,,,
P82,P19,25,0.026514056,,,,,
P82,P19,30,0.02758784,,,,,
P82,P19,40,0.029770781,,,,,
P82,P19,50,0.033411734,,,,,
P82,P19,60,0.039278363,,,,,
P82,P19,80,0.047577536,,,,,
P82,P19,100,0.05639617,,,,,
P82,P19,110,0.060433879,,,,,
P82,P24,5,0.02086682,,,,,
P82,P24,10,0.018226519,,,,,
P82,P24,15,0.020055317,,,,,
P82,P24,20,0.019456635,,,,,
P82,P24,25,0.021968851,,,,,
P82,P24,30,0.025379665,,,,,
P82,P24,40,0.030404855,,,,,
P82,P24,50,0.033413623,,,,,
P82,P24,60,0.035638893,,,,,
P82,P24,80,0.046095408,,,,,
P82,P24,100,0.054503104,,,,,
P82,P24,110,0.063252829,,,,,
P82,P26,5,0.011429366,,,,,
P82,P26,10,0.012658474,,,,,
P82,P26,15,0.0116951,,,,,
P82,P26,20,0.012147141,,,,,
P82,P26,25,0.014870194,,,,,
P82,P26,30,0.015464999,,,,,
P82,P26,40,0.020106539,,,,,
P82,P26,50,0.020951002,,,,,
P82,P26,60,0.025790321,,,,,
P82,P26,80,0.030291311,,,,,
P82,P26,100,0.038253134,,,,,
P82,P26,110,0.047243286,,,,,
P82,P51,5,0.014932158,,,,,
P82,P51,10,0.021877028,,,,,
P82,P51,15,0.028770446,,,,,
P82,P51,20,0.032927898,,,,,
P82,P51,25,0.033126176,,,,,
P82,P51,30,0.037222527,,,,,
P82,P51,40,0.039730715,,,,,
P82,P51,50,0.045401376,,,,,
P82,P51,60,0.051735286,,,,,
P82,P51,80,0.060120136,,,,,
P82,P51,100,0.072544132,,,,,
P82,P51,110,0.084917107,,,,,
P82,P56,5,0.017767453,,,,,
P82,P56,10,0.018905511,,,,,
P82,P56,15,0.019532785,,,,,
P82,P56,20,0.018805904,,,,,
P82,P56,25,0.020667018,,,,,
P82,P56,30,0.020736365,,,,,
P82,P56,40,0.023974532,,,,,
P82,P56,50,0.027406799,,,,,
P82,P56,60,0.033831336,,,,,
P82,P56,80,0.042935591,,,,,
P82,P56,100,0.055799892,,,,,
P82,P56,110,0.066947185,,,,,
P82,P61,5,0.013853104,,,,,
P82,P61,10,0.016870911,,,,,
P82,P61,15,0.02289347,,,,,
P82,P61,20,0.02371161,,,,,
P82,P61,25,0.02813541,,,,,
P82,P61,30,0.031139607,,,,,
P82,P61,40,0.037247947,,,,,
P82,P61,50,0.04267094,,,,,
P82,P61,60,0.048547426,,,,,
P82,P61,80,0.060003056,,,,,
P82,P61,100,0.063703286,,,,,
P82,P61,110,0.068294623,,,,,
P82,P66,5,0.021359185,,,,,
P82,P66,10,0.022460984,,,,,
P82,P66,15,0.02732561,,,,,
P82,P66,20,0.028462926,,,,,
P82,P66,25,0.032352101,,,,,
P82,P66,30,0.035762591,,,,,
P82,P66,40,0.040864192,,,,,
P82,P66,50,0.04368303,,,,,
P82,P66,60,0.048558996,,,,,
P82,P66,80,0.065677166,,,,,
P82,P66,100,0.072928567,,,,,
P82,P66,110,0.079231191,,,,,
P82,P76,5,0.013232253,,,,,
P82,P76,10,0.014285122,,,,,
P82,P76,15,0.016971942,,,,,
P82,P76,20,0.017816559,,,,,
P82,P76,25,0.020162621,,,,,
P82,P76,30,0.020074539,,,,,
P82,P76,40,0.023407241,,,,,
P82,P76,50,0.026181951,,,,,
P82,P76,60,0.031437907,,,,,
P82,P76,80,0.039494587,,,,,
P82,P76,100,0.043427964,,,,,
P82,P76,110,0.047429227,,,,,
P82,P95,5,0.012608032,,,,,
P82,P95,10,0.015554561,,,,,
P82,P95,15,0.020053734,,,,,
P82,P95,20,0.019178132,,,,,
P82,P95,25,0.021365069,,,,,
P82,P95,30,0.023046321,,,,,
P82,P95,40,0.02901039,,,,,
P82,P95,50,0.033726441,,,,,
P82,P95,60,0.037236449,,,,,
P82,P95,80,0.048178328,,,,,
P82,P95,100,0.058144726,,,,,
P82,P95,110,0.064215794,,,,,
P82,P27,5,0.017543954,,,,,
P82,P27,10,0.020492735,,,,,
P82,P27,15,0.017577226,,,,,
P82,P27,20,0.017255492,,,,,
P82,P27,25,0.016326938,,,,,
P82,P27,30,0.017297983,,,,,
P82,P27,40,0.020370888,,,,,
P82,P27,50,0.025281756,,,,,
P82,P27,60,0.02819998,,,,,
P82,P27,80,0.033718909,,,,,
P82,P27,100,0.040374556,,,,,
P82,P27,110,0.045142001,,,,,
P82,P32,5,0.012852241,,,,,
P82,P32,10,0.021995882,,,,,
P82,P32,15,0.023511102,,,,,
P82,P32,20,0.02269718,,,,,
P82,P32,25,0.023367302,,,,,
P82,P32,30,0.025885568,,,,,
P82,P32,40,0.031576258,,,,,
P82,P32,50,0.036563482,,,,,
P82,P32,60,0.04003812,,,,,
P82,P32,80,0.053195182,,,,,
P82,P32,100,0.055511424,,,,,
P82,P32,110,0.059746475,,,,,
P82,P39,5,0.020432821,,,,,
P82,P39,10,0.018474047,,,,,
P82,P39,15,0.018938319,,,,,
P82,P39,20,0.01822168,,,,,
P82,P39,25,0.022879986,,,,,
P82,P39,30,0.021736129,,,,,
P82,P39,40,0.025609444,,,,,
P82,P39,50,0.025414778,,,,,
P82,P39,60,0.02720399,,,,,
P82,P39,80,0.034235792,,,,,
P82,P39,100,0.041442867,,,,,
P82,P39,110,0.046392201,,,,,
P82,P58,5,0.011612027,,,,,
P82,P58,10,0.01344655,,,,,
P82,P58,15,0.0174633,,,,,
P82,P58,20,0.016720316,,,,,
P82,P58,25,0.017387481,,,,,
P82,P58,30,0.019259632,,,,,
P82,P58,40,0.022586678,,,,,
